Tin,Tout,Hin,Hout,L,Solar,CO2,Wind,N,E,W,status
Normal,Normal,Normal,Normal,Low,Normal,Normal,Low,High,Normal,3,Good
Normal,Cold,Normal,Wet,Normal,Normal,Normal,Low,Low,Normal,0,Acceptable
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Medium,Low,High,0,Poor
Cold,Normal,Wet,Wet,High,Low,Normal,Medium,Low,Normal,1,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,High,Normal,0,Acceptable
Normal,Normal,Normal,Dry,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Wet,Normal,Low,Normal,Medium,Normal,Normal,3,Good
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,1,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,3,Good
Normal,Hot,Wet,Wet,Normal,Normal,Normal,Medium,Normal,High,0,Acceptable
Normal,Hot,Normal,Normal,Low,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Cold,Normal,Normal,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Hot,Wet,Wet,Normal,Low,Normal,Medium,High,Normal,1,Acceptable
Normal,Cold,Dry,Dry,Normal,Low,Normal,Low,High,High,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,Low,Normal,Normal,1,Acceptable
Hot,Normal,Normal,Normal,Normal,Low,Normal,Low,Low,Normal,0,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Medium,Normal,High,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Cold,Normal,Normal,Normal,Normal,Low,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Low,High,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,0,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,High,Medium,Low,Low,3,Good
Cold,Normal,Dry,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Poor
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Low,1,Acceptable
Normal,Normal,Wet,Wet,High,Low,Normal,Medium,Low,Normal,2,Poor
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Low,Low,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Wet,Wet,Low,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Wet,Normal,Normal,Normal,Medium,Low,Normal,0,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Low,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,0,Acceptable
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Acceptable
Cold,Normal,Wet,Normal,Low,Normal,Normal,Medium,High,Normal,1,Poor
Hot,Normal,Normal,Normal,Normal,Normal,Low,Medium,High,Normal,3,Acceptable
Normal,Hot,Normal,Normal,Low,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,High,Medium,Low,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Low,High,Normal,0,Acceptable
Normal,Cold,Dry,Normal,Normal,Normal,High,Low,Low,High,3,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,Low,Low,3,Good
Normal,Cold,Normal,Normal,High,Low,Normal,High,Low,High,2,Poor
Hot,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Acceptable
Normal,Normal,Dry,Normal,Low,Normal,Normal,Medium,Normal,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Hot,Normal,Normal,Normal,Low,High,Normal,High,Normal,Low,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Low,Medium,High,Normal,3,Acceptable
Cold,Normal,Normal,Normal,Normal,Low,Normal,Medium,Normal,Normal,1,Poor
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Cold,Normal,Normal,Normal,Normal,Low,Low,Low,High,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,High,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Wet,Wet,Normal,Low,Normal,Low,High,Normal,1,Acceptable
Normal,Hot,Dry,Dry,Low,High,Low,Medium,Normal,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Low,High,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,High,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Low,High,Normal,Low,Low,Low,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Low,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,3,Acceptable
Normal,Cold,Normal,Normal,Normal,Low,Normal,Medium,Normal,High,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Low,Low,Normal,Normal,0,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,1,Acceptable
Cold,Normal,Wet,Wet,Normal,Normal,Normal,Medium,Low,Normal,3,Poor
Normal,Normal,Normal,Normal,High,Low,Normal,Medium,High,Normal,1,Acceptable
Cold,Normal,Dry,Dry,High,Low,Normal,Low,Normal,Normal,0,Poor
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Low,Low,3,Good
Normal,Normal,Wet,Wet,High,Low,High,Medium,Normal,Normal,2,Poor
Normal,Normal,Normal,Normal,Low,Low,Normal,Low,Normal,Normal,0,Acceptable
Normal,Normal,Dry,Dry,Low,Normal,Normal,Medium,Low,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,High,Normal,High,Normal,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Normal,Normal,Medium,Normal,Low,1,Acceptable
Normal,Normal,Normal,Wet,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Low,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,High,Low,Low,Normal,0,Acceptable
Hot,Hot,Normal,Normal,Normal,Normal,Normal,Low,High,Normal,0,Acceptable
Normal,Normal,Dry,Dry,Low,High,Normal,Low,Normal,Low,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Medium,Normal,High,0,Acceptable
Normal,Normal,Wet,Wet,High,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,High,Normal,Normal,0,Acceptable
Normal,Normal,Wet,Wet,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,High,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Dry,Dry,Low,Normal,Normal,Low,Normal,Low,3,Good
Normal,Normal,Normal,Normal,Low,Normal,Normal,Low,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Low,Low,Low,Normal,3,Good
Cold,Normal,Normal,Normal,Normal,Normal,High,High,Low,Normal,0,Acceptable
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Low,Low,Normal,0,Acceptable
Normal,Cold,Normal,Normal,Normal,Low,Low,Medium,High,Normal,3,Good
Normal,Normal,Normal,Normal,High,Normal,Normal,Low,High,Normal,0,Acceptable
Hot,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,High,Normal,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,High,Normal,3,Good
Hot,Normal,Normal,Normal,Normal,Normal,Normal,High,Normal,High,0,Poor
Normal,Hot,Normal,Normal,Low,High,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Cold,Normal,Normal,Normal,Low,Normal,Low,High,High,1,Poor
Normal,Normal,Wet,Normal,Normal,Low,Normal,Low,Low,Normal,0,Acceptable
Normal,Normal,Dry,Dry,Normal,Normal,Normal,Medium,Low,Low,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,High,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Low,Low,3,Good
Normal,Normal,Normal,Dry,Normal,Low,Normal,Medium,High,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,Normal,Low,3,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Low,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Dry,Normal,Low,High,Normal,Low,Normal,Low,3,Good
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Low,High,Normal,3,Good
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Medium,High,High,3,Acceptable
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Low,Low,Low,3,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Dry,Normal,Normal,Normal,Normal,Medium,Low,Low,0,Acceptable
Normal,Normal,Normal,Dry,Normal,Normal,Normal,Medium,Low,Normal,3,Good
Normal,Hot,Normal,Normal,Low,High,Normal,Medium,Normal,Normal,3,Good
Normal,Hot,Dry,Dry,Normal,Normal,Normal,Medium,Low,High,3,Poor
Hot,Normal,Normal,Dry,Low,Normal,Normal,Medium,Normal,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Low,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,High,Normal,0,Acceptable
Normal,Normal,Wet,Wet,Normal,Normal,Normal,Medium,High,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,High,Normal,3,Acceptable
Normal,Cold,Normal,Dry,Normal,Normal,High,Medium,Normal,Normal,3,Acceptable
Normal,Cold,Normal,Normal,Normal,Low,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Hot,Normal,Normal,Low,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,High,Low,Normal,Medium,Low,Normal,2,Poor
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,Normal,Normal,3,Good
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Dry,Dry,Normal,Normal,High,Medium,Low,Normal,3,Acceptable
Normal,Hot,Normal,Normal,Normal,Low,Normal,Medium,Normal,High,2,Poor
Hot,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Low,Normal,Low,3,Good
Hot,Normal,Normal,Normal,Low,High,Normal,Medium,Normal,Normal,3,Acceptable
Hot,Normal,Normal,Normal,Normal,Normal,Normal,High,Normal,Normal,0,Poor
Normal,Normal,Normal,Wet,High,Low,High,Medium,Normal,Normal,2,Poor
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Low,Low,3,Good
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Low,Normal,Low,High,Normal,0,Acceptable
Normal,Normal,Wet,Wet,Normal,Low,High,High,Low,Normal,1,Acceptable
Normal,Hot,Dry,Dry,Low,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Wet,Normal,High,Normal,Low,High,Normal,3,Good
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Low,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,High,Medium,High,Normal,1,Poor
Normal,Cold,Normal,Normal,Low,High,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Normal,High,Low,Normal,1,Acceptable
Normal,Normal,Normal,Dry,Normal,Low,Low,Medium,Normal,Normal,3,Acceptable
Normal,Cold,Normal,Normal,Low,Normal,High,Low,Normal,Normal,3,Acceptable
Normal,Hot,Dry,Dry,Low,Normal,Normal,High,High,Normal,3,Acceptable
Normal,Normal,Normal,Normal,High,Low,Normal,Medium,High,Normal,1,Acceptable
Normal,Normal,Normal,Wet,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Cold,Normal,Normal,Normal,Normal,Low,Low,Normal,High,0,Acceptable
Normal,Normal,Normal,Normal,Low,High,High,Medium,Normal,Low,3,Acceptable
Normal,Normal,Wet,Wet,Normal,Normal,Normal,High,High,Normal,2,Poor
Normal,Normal,Dry,Dry,Normal,Normal,Normal,Low,High,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Low,Low,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Good
Hot,Normal,Wet,Wet,Normal,Normal,Normal,Low,High,Normal,0,Poor
Normal,Normal,Normal,Normal,Normal,High,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,Normal,Normal,2,Poor
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Low,Low,Normal,3,Acceptable
Cold,Normal,Dry,Normal,Normal,Normal,High,Medium,Low,Normal,3,Poor
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,High,Normal,1,Acceptable
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Low,3,Poor
Hot,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,High,0,Poor
Normal,Normal,Wet,Wet,Normal,Normal,Normal,Medium,High,Normal,0,Acceptable
Hot,Normal,Normal,Normal,Normal,Low,Normal,Medium,Low,Normal,1,Acceptable
Normal,Cold,Normal,Normal,Low,Normal,Normal,Low,High,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Medium,Low,High,1,Poor
Cold,Normal,Dry,Dry,Low,High,Normal,Low,High,Low,3,Poor
Cold,Normal,Dry,Dry,Low,Normal,High,Medium,Normal,Normal,3,Acceptable
Normal,Cold,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Acceptable
Normal,Normal,Dry,Dry,Normal,Normal,High,Medium,Normal,Normal,3,Acceptable
Normal,Hot,Normal,Normal,Low,Normal,Normal,Medium,High,High,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Cold,Normal,Normal,Normal,Low,Normal,Medium,High,High,0,Acceptable
Normal,Cold,Dry,Dry,Low,High,High,Medium,Low,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Low,Normal,High,Low,High,Normal,3,Acceptable
Normal,Normal,Normal,Wet,Normal,Normal,Normal,Low,Low,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Normal,Medium,High,Normal,1,Acceptable
Hot,Normal,Wet,Wet,Normal,Low,Normal,High,High,Normal,2,Poor
Normal,Normal,Normal,Normal,Normal,Low,Low,Medium,High,Normal,1,Acceptable
Normal,Cold,Normal,Dry,Normal,Low,Normal,Medium,Normal,Normal,0,Acceptable
Hot,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,3,Good
Normal,Cold,Normal,Normal,Low,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,High,Normal,0,Acceptable
Normal,Hot,Normal,Normal,Low,Normal,Normal,Medium,Low,Normal,3,Good
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Hot,Normal,Normal,Normal,Normal,High,Medium,Normal,High,3,Acceptable
Normal,Normal,Dry,Dry,High,Normal,Normal,Medium,High,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,3,Good
Normal,Cold,Wet,Wet,Normal,Low,Normal,Medium,Normal,Normal,1,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,High,Normal,3,Good
Normal,Normal,Normal,Wet,Normal,Normal,Normal,Medium,Normal,Normal,1,Acceptable
Cold,Normal,Dry,Dry,Low,High,Low,Medium,Low,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Low,High,Normal,Medium,Low,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,High,Low,Normal,0,Acceptable
Cold,Normal,Normal,Normal,Normal,Normal,Normal,Low,Low,Normal,1,Acceptable
Hot,Normal,Normal,Normal,Low,High,Normal,Low,Normal,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Normal,Normal,Low,Normal,Normal,0,Acceptable
Cold,Normal,Normal,Normal,Low,High,Normal,Medium,Low,Low,3,Poor
Cold,Cold,Dry,Dry,High,Normal,Normal,Low,High,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Low,Normal,High,Normal,Normal,2,Acceptable
Normal,Normal,Dry,Dry,Low,High,Normal,Low,High,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,High,Normal,3,Good
Hot,Normal,Wet,Wet,Normal,Normal,Normal,Low,High,Normal,0,Poor
Normal,Hot,Normal,Normal,Normal,Normal,Normal,Low,Normal,Normal,3,Acceptable
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Normal,Normal,Normal,Low,Low,Medium,High,Normal,0,Acceptable
Cold,Normal,Normal,Normal,High,Low,Normal,Low,Normal,Normal,0,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Low,Normal,0,Acceptable
Normal,Normal,Normal,Normal,High,Low,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Dry,Dry,Normal,High,Normal,Medium,Low,Low,3,Good
Normal,Normal,Normal,Dry,Low,Normal,Normal,Low,Low,Normal,3,Acceptable
Cold,Hot,Normal,Normal,Low,High,Normal,Medium,Normal,High,3,Poor
Normal,Normal,Normal,Normal,Normal,Normal,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Normal,Normal,Low,Normal,Normal,Medium,Low,Normal,0,Acceptable
Hot,Normal,Normal,Normal,Normal,Normal,High,Medium,High,Normal,3,Good
Cold,Normal,Normal,Normal,Normal,Normal,High,Low,Low,Low,3,Acceptable
Normal,Normal,Dry,Normal,Normal,Normal,Normal,Medium,Normal,Normal,3,Good
Normal,Normal,Wet,Wet,Normal,Low,Low,Medium,Normal,Normal,1,Acceptable
Hot,Normal,Normal,Wet,Low,High,Low,Medium,Normal,Low,3,Poor
Normal,Normal,Normal,Normal,High,Low,Low,Low,High,Normal,3,Acceptable
Normal,Normal,Normal,Wet,Normal,Low,Normal,Medium,Low,Normal,0,Acceptable
Normal,Normal,Normal,Normal,High,Low,Normal,Medium,Normal,Normal,1,Acceptable
